prompt_index,prompt,image_index,score
0,cat wearing a hat painted on a stone,0,27.31751251220703
0,cat wearing a hat painted on a stone,1,27.453994750976562
0,cat wearing a hat painted on a stone,2,28.062122344970703
0,cat wearing a hat painted on a stone,3,24.98626708984375
0,cat wearing a hat painted on a stone,4,23.767927169799805
0,cat wearing a hat painted on a stone,5,30.007707595825195
0,cat wearing a hat painted on a stone,6,27.957502365112305
0,cat wearing a hat painted on a stone,7,26.133882522583008
0,cat wearing a hat painted on a stone,8,27.01626968383789
0,cat wearing a hat painted on a stone,9,26.878019332885742
0,cat wearing a hat painted on a stone,10,28.928327560424805
0,cat wearing a hat painted on a stone,11,28.939420700073242
0,cat wearing a hat painted on a stone,12,21.801406860351562
0,cat wearing a hat painted on a stone,13,26.477184295654297
0,cat wearing a hat painted on a stone,14,24.673471450805664
0,cat wearing a hat painted on a stone,15,24.12411117553711
0,cat wearing a hat painted on a stone,16,27.289867401123047
0,cat wearing a hat painted on a stone,17,29.817264556884766
0,cat wearing a hat painted on a stone,18,23.990758895874023
0,cat wearing a hat painted on a stone,19,26.914295196533203
0,cat wearing a hat painted on a stone,20,33.34964370727539
0,cat wearing a hat painted on a stone,21,26.79650115966797
0,cat wearing a hat painted on a stone,22,30.534320831298828
0,cat wearing a hat painted on a stone,23,30.016712188720703
0,cat wearing a hat painted on a stone,24,29.783571243286133
0,cat wearing a hat painted on a stone,25,24.203533172607422
0,cat wearing a hat painted on a stone,26,30.72556495666504
0,cat wearing a hat painted on a stone,27,25.991968154907227
0,cat wearing a hat painted on a stone,28,27.17381477355957
0,cat wearing a hat painted on a stone,29,17.93106460571289
0,cat wearing a hat painted on a stone,30,34.26557159423828
0,cat wearing a hat painted on a stone,31,28.67384910583496
0,cat wearing a hat painted on a stone,32,29.76934242248535
0,cat wearing a hat painted on a stone,33,28.2252197265625
0,cat wearing a hat painted on a stone,34,25.438961029052734
0,cat wearing a hat painted on a stone,35,22.9193115234375
0,cat wearing a hat painted on a stone,36,23.639352798461914
0,cat wearing a hat painted on a stone,37,27.0576114654541
0,cat wearing a hat painted on a stone,38,23.959579467773438
0,cat wearing a hat painted on a stone,39,26.62230682373047
0,cat wearing a hat painted on a stone,40,23.846452713012695
0,cat wearing a hat painted on a stone,41,25.10218620300293
0,cat wearing a hat painted on a stone,42,23.348583221435547
0,cat wearing a hat painted on a stone,43,28.779966354370117
0,cat wearing a hat painted on a stone,44,22.53700828552246
0,cat wearing a hat painted on a stone,45,30.70274543762207
0,cat wearing a hat painted on a stone,46,29.01860809326172
0,cat wearing a hat painted on a stone,47,28.930362701416016
0,cat wearing a hat painted on a stone,48,30.783294677734375
0,cat wearing a hat painted on a stone,49,27.64362335205078
1,cat wearing a hat painted on a vase,0,30.536264419555664
1,cat wearing a hat painted on a vase,1,34.415279388427734
1,cat wearing a hat painted on a vase,2,27.59636688232422
1,cat wearing a hat painted on a vase,3,28.136474609375
1,cat wearing a hat painted on a vase,4,34.4222412109375
1,cat wearing a hat painted on a vase,5,28.726932525634766
1,cat wearing a hat painted on a vase,6,30.141056060791016
1,cat wearing a hat painted on a vase,7,30.097400665283203
1,cat wearing a hat painted on a vase,8,29.895401000976562
1,cat wearing a hat painted on a vase,9,26.532407760620117
1,cat wearing a hat painted on a vase,10,27.98732566833496
1,cat wearing a hat painted on a vase,11,28.866533279418945
1,cat wearing a hat painted on a vase,12,26.709375381469727
1,cat wearing a hat painted on a vase,13,30.182981491088867
1,cat wearing a hat painted on a vase,14,30.485321044921875
1,cat wearing a hat painted on a vase,15,26.591781616210938
1,cat wearing a hat painted on a vase,16,28.095991134643555
1,cat wearing a hat painted on a vase,17,30.737194061279297
1,cat wearing a hat painted on a vase,18,32.37206268310547
1,cat wearing a hat painted on a vase,19,29.436721801757812
1,cat wearing a hat painted on a vase,20,29.886024475097656
1,cat wearing a hat painted on a vase,21,31.464984893798828
1,cat wearing a hat painted on a vase,22,30.81285858154297
1,cat wearing a hat painted on a vase,23,31.391996383666992
1,cat wearing a hat painted on a vase,24,32.022090911865234
1,cat wearing a hat painted on a vase,25,34.637176513671875
1,cat wearing a hat painted on a vase,26,34.13349533081055
1,cat wearing a hat painted on a vase,27,31.980205535888672
1,cat wearing a hat painted on a vase,28,29.11309814453125
1,cat wearing a hat painted on a vase,29,33.75883102416992
1,cat wearing a hat painted on a vase,30,32.90467071533203
1,cat wearing a hat painted on a vase,31,26.300704956054688
1,cat wearing a hat painted on a vase,32,34.29444885253906
1,cat wearing a hat painted on a vase,33,29.933448791503906
1,cat wearing a hat painted on a vase,34,30.33217430114746
1,cat wearing a hat painted on a vase,35,34.17262268066406
1,cat wearing a hat painted on a vase,36,28.01589584350586
1,cat wearing a hat painted on a vase,37,20.498136520385742
1,cat wearing a hat painted on a vase,38,31.58696937561035
1,cat wearing a hat painted on a vase,39,34.321285247802734
1,cat wearing a hat painted on a vase,40,30.157238006591797
1,cat wearing a hat painted on a vase,41,34.821136474609375
1,cat wearing a hat painted on a vase,42,34.4355354309082
1,cat wearing a hat painted on a vase,43,31.307432174682617
1,cat wearing a hat painted on a vase,44,25.635784149169922
1,cat wearing a hat painted on a vase,45,27.644813537597656
1,cat wearing a hat painted on a vase,46,30.658885955810547
