prompt_index,prompt,image_index,score
0, a flower,0,19.783580780029297
0, a flower,1,18.781038284301758
0, a flower,2,21.831937789916992
0, a flower,3,19.441696166992188
0, a flower,4,20.570161819458008
0, a flower,5,19.334388732910156
0, a flower,6,18.5700626373291
0, a flower,7,19.435306549072266
0, a flower,8,18.59990692138672
0, a flower,9,18.9421443939209
0, a flower,10,19.92812156677246
0, a flower,11,19.16708755493164
0, a flower,12,19.476207733154297
0, a flower,13,18.386489868164062
0, a flower,14,19.41805648803711
0, a flower,15,19.71803092956543
0, a flower,16,17.850048065185547
0, a flower,17,18.33168601989746
0, a flower,18,19.755462646484375
0, a flower,19,19.303129196166992
0, a flower,20,19.628501892089844
0, a flower,21,18.47379493713379
0, a flower,22,18.317153930664062
0, a flower,23,19.817852020263672
0, a flower,24,19.148271560668945
0, a flower,25,20.211875915527344
0, a flower,26,19.10738754272461
0, a flower,27,19.950349807739258
0, a flower,28,17.408859252929688
0, a flower,29,19.811561584472656
0, a flower,30,19.61509895324707
0, a flower,31,16.47573471069336
0, a flower,32,17.947038650512695
0, a flower,33,19.43998908996582
0, a flower,34,19.640626907348633
0, a flower,35,19.600862503051758
0, a flower,36,20.134469985961914
0, a flower,37,19.783466339111328
0, a flower,38,20.634918212890625
0, a flower,39,17.553674697875977
0, a flower,40,17.304655075073242
0, a flower,41,20.19492530822754
0, a flower,42,19.9941463470459
0, a flower,43,19.63620376586914
0, a flower,44,19.813570022583008
0, a flower,45,21.919662475585938
0, a flower,46,17.809310913085938
0, a flower,47,20.58493423461914
0, a flower,48,20.83357810974121
0, a flower,49,17.843652725219727
1, a flower,0,21.544599533081055
1, a flower,1,21.293149948120117
1, a flower,2,16.06186294555664
1, a flower,3,21.62254524230957
1, a flower,4,19.662057876586914
1, a flower,5,16.842517852783203
1, a flower,6,21.970458984375
1, a flower,7,21.182315826416016
1, a flower,8,20.342605590820312
1, a flower,9,22.98520278930664
1, a flower,10,20.871774673461914
1, a flower,11,22.48741340637207
1, a flower,12,22.003355026245117
1, a flower,13,21.04473114013672
1, a flower,14,22.700729370117188
1, a flower,15,20.423681259155273
1, a flower,16,21.99436378479004
1, a flower,17,21.08929443359375
1, a flower,18,19.51234245300293
1, a flower,19,19.894981384277344
1, a flower,20,22.43793296813965
1, a flower,21,20.06372833251953
1, a flower,22,21.690073013305664
1, a flower,23,18.78258514404297
1, a flower,24,19.055383682250977
1, a flower,25,19.15219497680664
1, a flower,26,20.623260498046875
1, a flower,27,21.021451950073242
1, a flower,28,21.785383224487305
1, a flower,29,21.24518394470215
1, a flower,30,21.69472885131836
1, a flower,31,21.237773895263672
1, a flower,32,21.5277042388916
1, a flower,33,21.498703002929688
1, a flower,34,19.64017677307129
1, a flower,35,20.503067016601562
1, a flower,36,22.689956665039062
1, a flower,37,20.528846740722656
1, a flower,38,22.160125732421875
1, a flower,39,18.84760284423828
1, a flower,40,21.273225784301758
1, a flower,41,21.5092716217041
1, a flower,42,14.69923210144043
1, a flower,43,21.110563278198242
1, a flower,44,21.202211380004883
1, a flower,45,21.28818702697754
1, a flower,46,21.517614364624023
1, a flower,47,19.507461547851562
1, a flower,48,21.86717987060547
1, a flower,49,20.456892013549805
2, a flower,0,19.86139678955078
2, a flower,1,21.263700485229492
2, a flower,2,16.896696090698242
2, a flower,3,22.67761993408203
2, a flower,4,20.99456787109375
2, a flower,5,20.907970428466797
2, a flower,6,18.421855926513672
2, a flower,7,20.470672607421875
2, a flower,8,21.157258987426758
2, a flower,9,20.14691162109375
2, a flower,10,20.027545928955078
2, a flower,11,21.46810531616211
2, a flower,12,21.549970626831055
2, a flower,13,23.14990997314453
2, a flower,14,20.832677841186523
2, a flower,15,21.397472381591797
2, a flower,16,21.2777042388916
2, a flower,17,20.991554260253906
2, a flower,18,20.78370475769043
2, a flower,19,21.768192291259766
2, a flower,20,22.180171966552734
2, a flower,21,20.941322326660156
2, a flower,22,17.99761962890625
2, a flower,23,20.350250244140625
2, a flower,24,22.223987579345703
2, a flower,25,22.404802322387695
2, a flower,26,20.177661895751953
2, a flower,27,21.10747528076172
2, a flower,28,21.246286392211914
2, a flower,29,20.72209358215332
2, a flower,30,18.40896224975586
2, a flower,31,22.531047821044922
2, a flower,32,22.89215660095215
2, a flower,33,20.48015594482422
2, a flower,34,22.84585189819336
2, a flower,35,15.779363632202148
2, a flower,36,21.478193283081055
2, a flower,37,20.534191131591797
2, a flower,38,22.275278091430664
2, a flower,39,20.079105377197266
2, a flower,40,20.450849533081055
2, a flower,41,19.602020263671875
2, a flower,42,20.780197143554688
2, a flower,43,20.476627349853516
2, a flower,44,21.026891708374023
2, a flower,45,19.303630828857422
2, a flower,46,20.453693389892578
2, a flower,47,18.464672088623047
2, a flower,48,22.784128189086914
2, a flower,49,22.512561798095703
3, a flower,0,17.862424850463867
3, a flower,1,17.470539093017578
3, a flower,2,17.535137176513672
3, a flower,3,18.46265411376953
3, a flower,4,17.308345794677734
3, a flower,5,16.557069778442383
3, a flower,6,19.54993438720703
3, a flower,7,18.946163177490234
3, a flower,8,17.94939422607422
3, a flower,9,18.29625701904297
3, a flower,10,16.737810134887695
3, a flower,11,17.96063804626465
3, a flower,12,19.395973205566406
3, a flower,13,17.109792709350586
3, a flower,14,16.654375076293945
3, a flower,15,16.779666900634766
3, a flower,16,18.428977966308594
3, a flower,17,17.169252395629883
3, a flower,18,16.286352157592773
3, a flower,19,18.005699157714844
3, a flower,20,18.209360122680664
3, a flower,21,16.494834899902344
3, a flower,22,18.227916717529297
3, a flower,23,15.706440925598145
3, a flower,24,18.857778549194336
3, a flower,25,18.275619506835938
3, a flower,26,14.327057838439941
3, a flower,27,20.545446395874023
3, a flower,28,18.48280143737793
3, a flower,29,17.765897750854492
3, a flower,30,16.86295509338379
3, a flower,31,14.739211082458496
3, a flower,32,17.76405906677246
3, a flower,33,17.793201446533203
3, a flower,34,17.66376495361328
3, a flower,35,19.280410766601562
3, a flower,36,16.876724243164062
3, a flower,37,16.813520431518555
3, a flower,38,16.188520431518555
3, a flower,39,17.72672462463379
3, a flower,40,18.664485931396484
3, a flower,41,14.657730102539062
3, a flower,42,18.006418228149414
3, a flower,43,15.986050605773926
3, a flower,44,16.764055252075195
3, a flower,45,20.026409149169922
3, a flower,46,18.350414276123047
3, a flower,47,15.697494506835938
3, a flower,48,19.584318161010742
3, a flower,49,17.85733985900879
4, a flower,0,18.365177154541016
4, a flower,1,17.993064880371094
4, a flower,2,19.922622680664062
4, a flower,3,20.76809310913086
4, a flower,4,18.439708709716797
4, a flower,5,17.935630798339844
4, a flower,6,19.10618782043457
4, a flower,7,17.930255889892578
4, a flower,8,19.23617172241211
4, a flower,9,19.38324737548828
4, a flower,10,19.301246643066406
4, a flower,11,18.445003509521484
4, a flower,12,19.24799156188965
4, a flower,13,16.41250228881836
4, a flower,14,17.96487045288086
4, a flower,15,19.105131149291992
4, a flower,16,17.968978881835938
4, a flower,17,18.99070167541504
4, a flower,18,19.185970306396484
4, a flower,19,19.749279022216797
4, a flower,20,19.021636962890625
4, a flower,21,19.10034942626953
4, a flower,22,19.467634201049805
4, a flower,23,19.90275764465332
4, a flower,24,19.49510955810547
4, a flower,25,15.954431533813477
4, a flower,26,17.738142013549805
4, a flower,27,21.315292358398438
4, a flower,28,16.677566528320312
4, a flower,29,18.320083618164062
4, a flower,30,17.739469528198242
4, a flower,31,18.280845642089844
4, a flower,32,19.81759262084961
4, a flower,33,19.69528579711914
4, a flower,34,17.084270477294922
4, a flower,35,19.400623321533203
4, a flower,36,19.22748565673828
4, a flower,37,19.139463424682617
4, a flower,38,19.805644989013672
4, a flower,39,18.951351165771484
4, a flower,40,17.995431900024414
4, a flower,41,19.181299209594727
4, a flower,42,18.16605567932129
4, a flower,43,19.282140731811523
4, a flower,44,18.289745330810547
4, a flower,45,19.325946807861328
4, a flower,46,17.976743698120117
4, a flower,47,18.874818801879883
4, a flower,48,17.907867431640625
4, a flower,49,16.627578735351562
5, a flower,0,20.486831665039062
5, a flower,1,20.781354904174805
5, a flower,2,21.784744262695312
5, a flower,3,20.96480369567871
5, a flower,4,22.33835792541504
5, a flower,5,21.197452545166016
5, a flower,6,22.119754791259766
5, a flower,7,21.063692092895508
5, a flower,8,21.990314483642578
5, a flower,9,23.290592193603516
5, a flower,10,20.16928482055664
5, a flower,11,21.397180557250977
5, a flower,12,21.55345916748047
5, a flower,13,20.90399932861328
5, a flower,14,21.659656524658203
5, a flower,15,22.567304611206055
5, a flower,16,21.679115295410156
5, a flower,17,21.796175003051758
5, a flower,18,20.847204208374023
5, a flower,19,20.405542373657227
5, a flower,20,19.61899757385254
5, a flower,21,21.007030487060547
5, a flower,22,20.353242874145508
5, a flower,23,23.530441284179688
5, a flower,24,22.628080368041992
5, a flower,25,21.383630752563477
5, a flower,26,21.11005401611328
5, a flower,27,19.79753875732422
5, a flower,28,20.719533920288086
5, a flower,29,18.68059539794922
5, a flower,30,22.038673400878906
5, a flower,31,20.75876235961914
5, a flower,32,18.394107818603516
5, a flower,33,20.80085563659668
5, a flower,34,22.79119873046875
5, a flower,35,22.545665740966797
5, a flower,36,21.828519821166992
5, a flower,37,19.418495178222656
5, a flower,38,21.766891479492188
5, a flower,39,21.61821937561035
5, a flower,40,21.98094367980957
5, a flower,41,20.803640365600586
5, a flower,42,20.494138717651367
5, a flower,43,21.505664825439453
5, a flower,44,21.57230567932129
5, a flower,45,20.470458984375
5, a flower,46,19.953350067138672
5, a flower,47,20.697641372680664
5, a flower,48,21.27484130859375
5, a flower,49,21.17983055114746
6, a flower,0,16.706661224365234
6, a flower,1,20.623353958129883
6, a flower,2,19.675060272216797
6, a flower,3,21.689311981201172
6, a flower,4,19.514429092407227
6, a flower,5,20.004745483398438
6, a flower,6,17.79060173034668
6, a flower,7,21.244247436523438
6, a flower,8,18.790081024169922
6, a flower,9,19.62209129333496
6, a flower,10,18.023056030273438
6, a flower,11,14.857745170593262
6, a flower,12,19.701642990112305
6, a flower,13,19.638267517089844
6, a flower,14,18.782981872558594
6, a flower,15,20.552980422973633
6, a flower,16,20.254962921142578
6, a flower,17,19.377527236938477
6, a flower,18,20.295625686645508
6, a flower,19,20.026445388793945
6, a flower,20,18.29781723022461
6, a flower,21,20.384824752807617
6, a flower,22,19.21773910522461
6, a flower,23,21.14212417602539
6, a flower,24,19.169967651367188
6, a flower,25,18.974035263061523
6, a flower,26,19.064661026000977
6, a flower,27,19.092639923095703
6, a flower,28,19.44353485107422
6, a flower,29,16.591190338134766
6, a flower,30,18.128681182861328
6, a flower,31,17.805429458618164
6, a flower,32,20.347150802612305
6, a flower,33,20.328750610351562
6, a flower,34,19.675294876098633
6, a flower,35,18.440568923950195
6, a flower,36,20.92118263244629
6, a flower,37,19.36182975769043
6, a flower,38,18.594520568847656
6, a flower,39,16.50999641418457
6, a flower,40,16.91075325012207
6, a flower,41,17.04372215270996
6, a flower,42,17.72506332397461
6, a flower,43,18.196142196655273
6, a flower,44,19.015310287475586
6, a flower,45,18.014707565307617
6, a flower,46,22.677249908447266
6, a flower,47,20.31614875793457
6, a flower,48,19.379121780395508
6, a flower,49,18.098316192626953
7, a flower,0,17.435909271240234
7, a flower,1,17.367584228515625
7, a flower,2,17.26702308654785
7, a flower,3,18.752586364746094
7, a flower,4,17.357221603393555
7, a flower,5,19.37425422668457
7, a flower,6,19.006202697753906
7, a flower,7,19.735061645507812
7, a flower,8,18.701292037963867
7, a flower,9,19.93204689025879
7, a flower,10,17.158205032348633
7, a flower,11,18.191822052001953
7, a flower,12,18.287109375
7, a flower,13,17.121845245361328
7, a flower,14,18.327180862426758
7, a flower,15,17.45939064025879
7, a flower,16,17.443891525268555
7, a flower,17,16.280664443969727
7, a flower,18,17.147457122802734
7, a flower,19,17.096952438354492
7, a flower,20,17.987628936767578
7, a flower,21,18.202056884765625
7, a flower,22,17.46998405456543
7, a flower,23,17.500797271728516
7, a flower,24,19.153566360473633
7, a flower,25,19.328044891357422
7, a flower,26,17.9989013671875
7, a flower,27,16.814023971557617
7, a flower,28,17.425954818725586
7, a flower,29,19.43325424194336
7, a flower,30,16.930496215820312
7, a flower,31,17.497095108032227
7, a flower,32,17.711383819580078
7, a flower,33,18.249025344848633
7, a flower,34,17.834674835205078
7, a flower,35,18.975910186767578
7, a flower,36,19.025697708129883
7, a flower,37,19.539505004882812
7, a flower,38,16.20846939086914
7, a flower,39,17.81861114501953
7, a flower,40,16.676502227783203
7, a flower,41,19.505277633666992
7, a flower,42,18.459888458251953
7, a flower,43,18.326017379760742
7, a flower,44,18.795862197875977
7, a flower,45,15.131692886352539
7, a flower,46,18.34398078918457
7, a flower,47,16.864240646362305
7, a flower,48,18.881166458129883
7, a flower,49,17.597793579101562
8, a flower,0,17.072349548339844
8, a flower,1,17.354896545410156
8, a flower,2,16.695865631103516
8, a flower,3,12.728686332702637
8, a flower,4,14.316873550415039
8, a flower,5,17.495874404907227
8, a flower,6,16.119762420654297
8, a flower,7,15.829237937927246
8, a flower,8,17.16327667236328
