prompt_index,prompt,image_index,score
0, a tortoise plushy,0,27.918991088867188
0, a tortoise plushy,1,26.645219802856445
0, a tortoise plushy,2,24.726226806640625
0, a tortoise plushy,3,24.003141403198242
0, a tortoise plushy,4,24.53550910949707
0, a tortoise plushy,5,29.316680908203125
0, a tortoise plushy,6,25.071075439453125
0, a tortoise plushy,7,23.85782241821289
0, a tortoise plushy,8,28.468942642211914
0, a tortoise plushy,9,27.10832977294922
0, a tortoise plushy,10,26.157489776611328
0, a tortoise plushy,11,19.99875831604004
0, a tortoise plushy,12,24.637239456176758
0, a tortoise plushy,13,27.149272918701172
0, a tortoise plushy,14,22.43568229675293
0, a tortoise plushy,15,26.78045082092285
0, a tortoise plushy,16,25.446584701538086
0, a tortoise plushy,17,27.86220359802246
0, a tortoise plushy,18,25.303998947143555
0, a tortoise plushy,19,28.538084030151367
0, a tortoise plushy,20,24.926862716674805
0, a tortoise plushy,21,27.9263973236084
0, a tortoise plushy,22,26.278484344482422
0, a tortoise plushy,23,25.773441314697266
0, a tortoise plushy,24,26.761802673339844
0, a tortoise plushy,25,25.77880859375
0, a tortoise plushy,26,23.111133575439453
0, a tortoise plushy,27,23.249343872070312
0, a tortoise plushy,28,25.864797592163086
0, a tortoise plushy,29,25.401473999023438
0, a tortoise plushy,30,24.60531997680664
0, a tortoise plushy,31,25.601207733154297
0, a tortoise plushy,32,22.98817253112793
0, a tortoise plushy,33,24.05363655090332
0, a tortoise plushy,34,27.557409286499023
0, a tortoise plushy,35,25.28639793395996
0, a tortoise plushy,36,29.052114486694336
0, a tortoise plushy,37,28.984004974365234
0, a tortoise plushy,38,27.96102523803711
0, a tortoise plushy,39,24.23787498474121
0, a tortoise plushy,40,31.179162979125977
0, a tortoise plushy,41,22.601341247558594
0, a tortoise plushy,42,29.07123565673828
0, a tortoise plushy,43,20.301774978637695
0, a tortoise plushy,44,29.826576232910156
0, a tortoise plushy,45,27.133516311645508
0, a tortoise plushy,46,23.701627731323242
0, a tortoise plushy,47,25.741168975830078
0, a tortoise plushy,48,28.90959358215332
0, a tortoise plushy,49,29.23386001586914
1, a tortoise plushy,0,27.03059959411621
1, a tortoise plushy,1,26.791122436523438
1, a tortoise plushy,2,26.3585147857666
1, a tortoise plushy,3,26.276371002197266
1, a tortoise plushy,4,22.962779998779297
1, a tortoise plushy,5,24.23455047607422
1, a tortoise plushy,6,26.383506774902344
1, a tortoise plushy,7,25.511520385742188
1, a tortoise plushy,8,25.029064178466797
1, a tortoise plushy,9,24.802284240722656
1, a tortoise plushy,10,28.208982467651367
1, a tortoise plushy,11,27.112770080566406
1, a tortoise plushy,12,25.397327423095703
1, a tortoise plushy,13,27.37066650390625
1, a tortoise plushy,14,26.287174224853516
1, a tortoise plushy,15,28.494504928588867
1, a tortoise plushy,16,24.109960556030273
1, a tortoise plushy,17,21.85759925842285
1, a tortoise plushy,18,26.37389373779297
1, a tortoise plushy,19,27.836620330810547
1, a tortoise plushy,20,24.167295455932617
1, a tortoise plushy,21,26.974708557128906
1, a tortoise plushy,22,30.6844539642334
1, a tortoise plushy,23,29.104164123535156
1, a tortoise plushy,24,26.57830810546875
1, a tortoise plushy,25,25.61527442932129
1, a tortoise plushy,26,26.96955108642578
1, a tortoise plushy,27,24.513301849365234
1, a tortoise plushy,28,23.942691802978516
1, a tortoise plushy,29,24.15696907043457
1, a tortoise plushy,30,28.680837631225586
1, a tortoise plushy,31,25.176733016967773
1, a tortoise plushy,32,23.317323684692383
1, a tortoise plushy,33,24.75287628173828
1, a tortoise plushy,34,25.92938804626465
1, a tortoise plushy,35,25.816991806030273
1, a tortoise plushy,36,26.700777053833008
1, a tortoise plushy,37,27.03636360168457
1, a tortoise plushy,38,24.51371192932129
1, a tortoise plushy,39,27.641931533813477
1, a tortoise plushy,40,25.17522621154785
1, a tortoise plushy,41,27.831768035888672
1, a tortoise plushy,42,26.40085792541504
1, a tortoise plushy,43,24.794950485229492
1, a tortoise plushy,44,24.60898208618164
1, a tortoise plushy,45,28.17242431640625
1, a tortoise plushy,46,26.473384857177734
1, a tortoise plushy,47,25.981361389160156
1, a tortoise plushy,48,26.299392700195312
1, a tortoise plushy,49,28.343666076660156
2, a tortoise plushy,0,25.86701774597168
2, a tortoise plushy,1,24.376239776611328
2, a tortoise plushy,2,24.485614776611328
2, a tortoise plushy,3,27.236955642700195
2, a tortoise plushy,4,27.571025848388672
2, a tortoise plushy,5,23.615962982177734
2, a tortoise plushy,6,25.420427322387695
2, a tortoise plushy,7,25.410703659057617
2, a tortoise plushy,8,22.13568115234375
2, a tortoise plushy,9,22.844755172729492
2, a tortoise plushy,10,25.408626556396484
2, a tortoise plushy,11,22.529850006103516
2, a tortoise plushy,12,24.51521873474121
2, a tortoise plushy,13,24.507795333862305
2, a tortoise plushy,14,25.367107391357422
2, a tortoise plushy,15,24.47065544128418
2, a tortoise plushy,16,26.90552520751953
2, a tortoise plushy,17,24.973560333251953
2, a tortoise plushy,18,25.061447143554688
2, a tortoise plushy,19,24.47736358642578
2, a tortoise plushy,20,22.991905212402344
2, a tortoise plushy,21,28.500049591064453
2, a tortoise plushy,22,25.132911682128906
